id,cycle,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
1,48,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,49,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,50,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,51,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,52,327,327,327,327,327,327,327,327,327,327,327,327,327,327
1,53,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,54,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,55,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,56,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1,57,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,58,327,327,327,327,327,327,327,327,327,327,327,327,327,327
1,59,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,60,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1,61,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,62,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,63,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,64,370,370,370,370,370,370,370,370,370,370,370,370,370,370
1,65,389,389,389,389,389,389,389,389,389,389,389,389,389,389
1,66,327,327,327,327,327,327,327,327,327,327,327,327,327,327
1,67,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,68,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,69,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,70,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,71,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,72,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,73,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,74,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,75,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,76,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,77,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,78,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,79,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,80,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,81,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,82,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,83,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,84,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,85,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,86,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,87,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,88,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,89,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,90,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,91,366,366,366,366,366,366,366,366,366,366,366,366,366,366
1,92,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,93,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,94,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,95,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,96,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,97,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,98,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,99,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,100,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,101,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,102,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,103,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,104,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,105,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,106,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,107,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,108,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,109,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,110,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,111,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,112,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,113,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,114,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,115,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,116,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,117,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,118,366,366,366,366,366,366,366,366,366,366,366,366,366,366
1,119,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,120,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,121,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,122,304,304,304,304,304,304,304,304,304,304,304,304,304,304
1,123,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,124,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,125,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,126,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,127,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,128,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,129,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,130,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,131,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,132,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,133,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,134,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,135,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,136,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1,137,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,138,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,139,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,140,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,141,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,142,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,143,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,144,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,145,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,146,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,147,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1,148,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,149,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,150,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,151,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,152,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,153,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,154,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,155,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,156,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,157,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,158,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,159,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,160,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,161,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,162,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,163,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,164,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,165,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,166,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,167,361,361,361,361,361,361,361,361,361,361,361,361,361,361
1,168,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,169,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,170,388,388,388,388,388,388,388,388,388,388,388,388,388,388
1,171,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,172,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,173,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,174,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,175,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,176,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,177,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,178,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,179,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,180,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,181,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,182,304,304,304,304,304,304,304,304,304,304,304,304,304,304
1,183,304,304,304,304,304,304,304,304,304,304,304,304,304,304
1,184,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,185,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,186,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,187,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,188,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,189,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,190,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,191,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,192,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,193,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,194,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,195,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,196,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,197,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,198,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,199,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,200,304,304,304,304,304,304,304,304,304,304,304,304,304,304
1,201,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,202,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,203,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,204,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,205,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,206,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,207,328,328,328,328,328,328,328,328,328,328,328,328,328,328
1,208,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,209,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,210,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,211,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,212,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,213,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,214,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,215,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,216,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,217,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,218,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,219,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,220,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,221,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,222,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,223,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,224,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,225,308,308,308,308,308,308,308,308,308,308,308,308,308,308
1,226,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,227,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,228,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,229,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,230,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,231,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,232,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,233,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,234,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,235,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,236,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,237,304,304,304,304,304,304,304,304,304,304,304,304,304,304
1,238,363,363,363,363,363,363,363,363,363,363,363,363,363,363
1,239,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,240,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,241,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,242,362,362,362,362,362,362,362,362,362,362,362,362,362,362
1,243,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,244,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,245,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,246,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,247,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,248,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,249,330,330,330,330,330,330,330,330,330,330,330,330,330,330
1,250,334,334,334,334,334,334,334,334,334,334,334,334,334,334
1,251,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,252,329,329,329,329,329,329,329,329,329,329,329,329,329,329
1,253,365,365,365,365,365,365,365,365,365,365,365,365,365,365
1,254,369,369,369,369,369,369,369,369,369,369,369,369,369,369
1,255,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,256,334,334,334,334,334,334,334,334,334,334,334,334,334,334
1,257,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,258,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,259,334,334,334,334,334,334,334,334,334,334,334,334,334,334
1,260,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,261,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,262,365,365,365,365,365,365,365,365,365,365,365,365,365,365
1,263,365,365,365,365,365,365,365,365,365,365,365,365,365,365
1,264,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,265,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,266,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,267,366,366,366,366,366,366,366,366,366,366,366,366,366,366
1,268,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,269,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,270,364,364,364,364,364,364,364,364,364,364,364,364,364,364
1,271,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,272,305,305,305,305,305,305,305,305,305,305,305,305,305,305
1,273,307,307,307,307,307,307,307,307,307,307,307,307,307,307
1,274,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,275,370,370,370,370,370,370,370,370,370,370,370,370,370,370
1,276,331,331,331,331,331,331,331,331,331,331,331,331,331,331
1,277,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,278,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,279,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,280,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,281,365,365,365,365,365,365,365,365,365,365,365,365,365,365
1,282,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,283,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,284,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,285,336,336,336,336,336,336,336,336,336,336,336,336,336,336
1,286,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,287,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,288,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,289,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,290,370,370,370,370,370,370,370,370,370,370,370,370,370,370
1,291,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,292,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,293,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,294,306,306,306,306,306,306,306,306,306,306,306,306,306,306
1,295,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,296,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,297,308,308,308,308,308,308,308,308,308,308,308,308,308,308
1,298,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,299,334,334,334,334,334,334,334,334,334,334,334,334,334,334
1,300,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,301,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,302,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1,303,309,309,309,309,309,309,309,309,309,309,309,309,309,309
1,304,333,333,333,333,333,333,333,333,333,333,333,333,333,333
1,305,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,306,371,371,371,371,371,371,371,371,371,371,371,371,371,371
1,307,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,308,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,309,367,367,367,367,367,367,367,367,367,367,367,367,367,367
1,310,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,311,332,332,332,332,332,332,332,332,332,332,332,332,332,332
1,312,336,336,336,336,336,336,336,336,336,336,336,336,336,336
1,313,397,397,397,397,397,397,397,397,397,397,397,397,397,397
1,314,337,337,337,337,337,337,337,337,337,337,337,337,337,337
1,315,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,316,335,335,335,335,335,335,335,335,335,335,335,335,335,335
1,317,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,318,374,374,374,374,374,374,374,374,374,374,374,374,374,374
1,319,373,373,373,373,373,373,373,373,373,373,373,373,373,373
1,320,368,368,368,368,368,368,368,368,368,368,368,368,368,368
1,321,335,335,335,335,335,335,335,335,335,335,335,335,335,335
2,1,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2,2,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,3,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,4,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,5,307,307,307,307,307,307,307,307,307,307,307,307,307,307
2,6,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,7,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,8,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,9,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,10,363,363,363,363,363,363,363,363,363,363,363,363,363,363
2,11,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,12,367,367,367,367,367,367,367,367,367,367,367,367,367,367
2,13,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,14,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,15,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2,16,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,17,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,18,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,19,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,20,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,21,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,22,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,23,304,304,304,304,304,304,304,304,304,304,304,304,304,304
2,24,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,25,367,367,367,367,367,367,367,367,367,367,367,367,367,367
2,26,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,27,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,28,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,29,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,30,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2,31,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,32,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,33,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,34,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,35,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,36,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,37,308,308,308,308,308,308,308,308,308,308,308,308,308,308
2,38,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,39,369,369,369,369,369,369,369,369,369,369,369,369,369,369
2,40,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,41,367,367,367,367,367,367,367,367,367,367,367,367,367,367
2,42,369,369,369,369,369,369,369,369,369,369,369,369,369,369
2,43,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,44,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,45,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,46,370,370,370,370,370,370,370,370,370,370,370,370,370,370
2,47,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,48,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,49,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,50,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,51,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,52,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,53,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2,54,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2,55,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,56,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,57,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,58,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,59,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,60,328,328,328,328,328,328,328,328,328,328,328,328,328,328
2,61,307,307,307,307,307,307,307,307,307,307,307,307,307,307
2,62,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,63,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,64,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,65,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,66,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,67,333,333,333,333,333,333,333,333,333,333,333,333,333,333
2,68,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2,69,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,70,367,367,367,367,367,367,367,367,367,367,367,367,367,367
2,71,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,72,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,73,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2,74,334,334,334,334,334,334,334,334,334,334,334,334,334,334
2,75,328,328,328,328,328,328,328,328,328,328,328,328,328,328
2,76,304,304,304,304,304,304,304,304,304,304,304,304,304,304
2,77,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,78,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,79,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2,80,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,81,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,82,369,369,369,369,369,369,369,369,369,369,369,369,369,369
2,83,307,307,307,307,307,307,307,307,307,307,307,307,307,307
2,84,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,85,329,329,329,329,329,329,329,329,329,329,329,329,329,329
2,86,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,87,332,332,332,332,332,332,332,332,332,332,332,332,332,332
2,88,307,307,307,307,307,307,307,307,307,307,307,307,307,307
2,89,305,305,305,305,305,305,305,305,305,305,305,305,305,305
2,90,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,91,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,92,331,331,331,331,331,331,331,331,331,331,331,331,331,331
2,93,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,94,361,361,361,361,361,361,361,361,361,361,361,361,361,361
2,95,370,370,370,370,370,370,370,370,370,370,370,370,370,370
2,96,366,366,366,366,366,366,366,366,366,366,366,366,366,366
2,97,308,308,308,308,308,308,308,308,308,308,308,308,308,308
2,98,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,99,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2,100,366,366,366,366,366,366,366,366,366,366,366,366,366,366
2,101,334,334,334,334,334,334,334,334,334,334,334,334,334,334
2,102,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,103,365,365,365,365,365,365,365,365,365,365,365,365,365,365
2,104,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,105,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,106,330,330,330,330,330,330,330,330,330,330,330,330,330,330
2,107,371,371,371,371,371,371,371,371,371,371,371,371,371,371
2,108,363,363,363,363,363,363,363,363,363,363,363,363,363,363
2,109,364,364,364,364,364,364,364,364,364,364,364,364,364,364
2,110,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,111,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,112,306,306,306,306,306,306,306,306,306,306,306,306,306,306
2,113,333,333,333,333,333,333,333,333,333,333,333,333,333,333
