id,cycle,s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
1,32,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,33,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,34,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,35,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,36,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,37,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,38,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,39,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,40,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,41,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,42,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,43,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,44,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,45,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,46,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,47,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,48,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,49,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,50,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,51,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,52,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,53,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,54,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,55,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,56,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,57,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,58,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,59,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,60,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,61,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,62,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,63,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,64,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,65,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,66,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,67,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,68,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,69,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,70,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,71,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,72,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,73,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,74,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,75,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,76,390,390,390,390,390,390,390,390,390,390,390,390,390,390
1,77,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,78,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,79,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,80,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,81,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,82,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,83,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,84,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,85,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,86,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,87,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,88,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,89,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,90,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,91,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,92,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,93,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,94,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,95,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,96,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,97,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,98,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,100,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,101,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,102,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,103,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,104,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,105,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,106,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,107,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,108,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,109,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,110,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,111,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,112,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,113,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,114,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,115,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,116,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,117,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,118,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,119,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,120,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,121,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,122,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,123,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,124,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,125,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,126,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,127,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,128,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,129,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,130,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,131,391,391,391,391,391,391,391,391,391,391,391,391,391,391
1,132,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,133,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,134,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,135,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,136,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,137,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,138,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,139,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,140,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,141,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,142,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,143,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,144,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,145,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,146,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,147,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,148,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,149,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,150,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,151,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,152,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,153,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,154,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,155,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,156,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,157,392,392,392,392,392,392,392,392,392,392,392,392,392,392
1,158,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,159,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,160,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,161,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,162,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,163,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,164,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,165,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,166,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,167,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,168,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,169,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,170,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,171,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,172,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,173,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,174,393,393,393,393,393,393,393,393,393,393,393,393,393,393
1,175,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,176,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,177,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,178,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,179,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,180,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,181,397,397,397,397,397,397,397,397,397,397,397,397,397,397
1,182,397,397,397,397,397,397,397,397,397,397,397,397,397,397
1,183,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,184,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,185,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,186,397,397,397,397,397,397,397,397,397,397,397,397,397,397
1,187,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,188,396,396,396,396,396,396,396,396,396,396,396,396,396,396
1,189,395,395,395,395,395,395,395,395,395,395,395,395,395,395
1,190,398,398,398,398,398,398,398,398,398,398,398,398,398,398
1,191,394,394,394,394,394,394,394,394,394,394,394,394,394,394
1,192,396,396,396,396,396,396,396,396,396,396,396,396,396,396
2,1,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,2,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,3,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,4,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,5,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,6,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,7,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,8,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,9,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,10,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,11,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,12,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,13,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,14,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,15,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,16,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,17,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,18,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,19,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,20,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,21,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,22,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,23,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,24,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,25,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,26,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,27,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,28,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,29,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,30,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,31,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,32,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,33,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,34,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,35,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,36,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,37,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,38,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,39,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,40,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,41,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,42,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,43,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,44,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,45,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,46,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,47,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,48,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,49,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,50,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,51,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,52,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,53,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,54,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,55,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,56,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,57,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,58,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,59,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,60,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,61,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,62,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,63,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,64,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,65,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,66,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,67,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,68,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,69,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,70,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,71,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,72,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,73,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,74,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,75,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,76,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,77,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,78,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,79,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,80,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,81,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,82,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,83,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,84,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,85,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,86,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,87,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,88,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,89,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,90,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,91,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,92,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,93,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,94,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,95,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,96,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,97,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,98,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,99,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,100,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,101,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,102,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,103,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,104,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,105,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,106,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,107,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,108,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,109,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,110,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,111,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,112,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,113,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,114,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,115,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,116,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,117,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,118,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,119,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,120,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,121,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,122,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,123,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,124,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,125,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,126,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,127,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,128,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,129,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,130,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,131,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,132,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,133,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,134,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,135,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,136,389,389,389,389,389,389,389,389,389,389,389,389,389,389
2,137,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,138,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,139,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,140,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,141,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,142,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,143,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,144,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,145,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,146,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,147,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,148,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,149,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,150,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,151,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,152,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,153,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,154,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,155,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,156,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,157,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,158,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,159,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,160,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,161,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,162,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,163,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,164,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,165,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,166,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,167,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,168,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,169,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,170,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,171,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,172,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,173,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,174,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,175,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,176,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,177,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,178,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,179,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,180,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,181,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,182,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,183,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,184,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,185,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,186,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,187,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,188,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,189,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,190,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,191,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,192,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,193,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,194,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,195,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,196,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,197,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,198,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,199,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,200,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,201,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,202,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,203,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,204,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,205,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,206,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,207,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,208,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,209,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,210,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,211,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,212,391,391,391,391,391,391,391,391,391,391,391,391,391,391
2,213,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,214,390,390,390,390,390,390,390,390,390,390,390,390,390,390
2,215,395,395,395,395,395,395,395,395,395,395,395,395,395,395
2,216,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,217,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,218,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,219,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,220,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,221,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,222,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,223,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,224,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,225,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,226,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,227,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,228,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,229,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,230,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,231,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,232,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,233,392,392,392,392,392,392,392,392,392,392,392,392,392,392
2,234,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,235,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,236,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,237,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,238,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,239,394,394,394,394,394,394,394,394,394,394,394,394,394,394
2,240,393,393,393,393,393,393,393,393,393,393,393,393,393,393
2,241,396,396,396,396,396,396,396,396,396,396,396,396,396,396
2,242,393,393,393,393,393,393,393,393,393,393,393,393,393,393
